earnings_date,EPS Estimate,Reported EPS,Surprise(%),ticker
2010-09-21,0.49,0.54,0.0983,ADBE
2010-06-22,0.42,0.44,0.0358,ADBE
2010-03-23,0.37,0.4,0.0734,ADBE
2009-12-15,0.37,0.39,0.0475,ADBE
2009-09-15,0.34,0.35,0.0406,ADBE
2009-06-16,0.35,0.35,0.0105,ADBE
2009-03-17,0.44,0.45,0.0216,ADBE
2008-12-16,0.58,0.6,0.0425,ADBE
2008-09-16,0.46,0.5,0.0819999999999999,ADBE
2008-06-16,0.46,0.5,0.0791,ADBE
2008-03-18,0.45,0.48,0.0629,ADBE
2007-12-17,0.48,0.49,0.0292,ADBE
2007-09-17,0.41,0.45,0.1105,ADBE
2007-06-14,0.35,0.37,0.0429,ADBE
2007-03-20,0.29,0.3,0.0213,ADBE
2006-12-14,0.33,0.33,0.0013,ADBE
2006-09-14,0.26,0.29,0.1048,ADBE
2006-06-15,0.3,0.31,0.0276,ADBE
2006-03-22,0.29,0.32,0.0877,ADBE
2005-12-15,0.29,0.3,0.0494,ADBE
2005-09-15,0.27,0.29,0.0858,ADBE
2005-06-16,0.27,0.28,0.038,ADBE
2005-03-17,0.25,0.27,0.0692,ADBE
2004-12-16,0.21,0.22,0.0556,ADBE
2004-09-20,0.19,0.22,0.1134,ADBE
2004-06-17,0.21,0.22,0.0372,ADBE
2004-03-18,0.2,0.25,0.2563,ADBE
2003-12-11,0.16,0.17,0.0605999999999999,ADBE
2003-09-10,0.12,0.14,0.1352,ADBE
